"47.2873165560516, -21.1283754824911","47.3591817787811, -21.1283754824911","47.3591817787811, -21.0565102597615","47.2873165560516, -21.0565102597615"
"47.2873165560516, -21.2002407052207","47.3591817787811, -21.2002407052207","47.3591817787811, -21.1283754824911","47.2873165560516, -21.1283754824911"
"47.2873165560516, -21.2721059279502","47.3591817787811, -21.2721059279502","47.3591817787811, -21.2002407052207","47.2873165560516, -21.2002407052207"
"47.2873165560516, -21.3439711506798","47.3591817787811, -21.3439711506798","47.3591817787811, -21.2721059279502","47.2873165560516, -21.2721059279502"
"47.2873165560516, -21.4158363734093","47.3591817787811, -21.4158363734093","47.3591817787811, -21.3439711506798","47.2873165560516, -21.3439711506798"
"47.2873165560516, -21.4877015961389","47.3591817787811, -21.4877015961389","47.3591817787811, -21.4158363734093","47.2873165560516, -21.4158363734093"
"47.2873165560516, -21.5595668188685","47.3591817787811, -21.5595668188685","47.3591817787811, -21.4877015961389","47.2873165560516, -21.4877015961389"
"47.2873165560516, -21.631432041598","47.3591817787811, -21.631432041598","47.3591817787811, -21.5595668188685","47.2873165560516, -21.5595668188685"
"47.2873165560516, -21.7032972643276","47.3591817787811, -21.7032972643276","47.3591817787811, -21.631432041598","47.2873165560516, -21.631432041598"
"47.2873165560516, -21.7751624870572","47.3591817787811, -21.7751624870572","47.3591817787811, -21.7032972643276","47.2873165560516, -21.7032972643276"
"47.2873165560516, -21.8470277097867","47.3591817787811, -21.8470277097867","47.3591817787811, -21.7751624870572","47.2873165560516, -21.7751624870572"
"47.2873165560516, -21.9188929325163","47.3591817787811, -21.9188929325163","47.3591817787811, -21.8470277097867","47.2873165560516, -21.8470277097867"
"47.2873165560516, -21.9907581552458","47.3591817787811, -21.9907581552458","47.3591817787811, -21.9188929325163","47.2873165560516, -21.9188929325163"
"47.2873165560516, -22.0626233779754","47.3591817787811, -22.0626233779754","47.3591817787811, -21.9907581552458","47.2873165560516, -21.9907581552458"
"47.2873165560516, -22.134488600705","47.3591817787811, -22.134488600705","47.3591817787811, -22.0626233779754","47.2873165560516, -22.0626233779754"
"47.2873165560516, -22.2063538234345","47.3591817787811, -22.2063538234345","47.3591817787811, -22.134488600705","47.2873165560516, -22.134488600705"
"47.2873165560516, -22.2782190461641","47.3591817787811, -22.2782190461641","47.3591817787811, -22.2063538234345","47.2873165560516, -22.2063538234345"
"47.2873165560516, -22.3500842688936","47.3591817787811, -22.3500842688936","47.3591817787811, -22.2782190461641","47.2873165560516, -22.2782190461641"
"47.2873165560516, -22.4219494916232","47.3591817787811, -22.4219494916232","47.3591817787811, -22.3500842688936","47.2873165560516, -22.3500842688936"
"47.2873165560516, -22.4938147143528","47.3591817787811, -22.4938147143528","47.3591817787811, -22.4219494916232","47.2873165560516, -22.4219494916232"
"47.2873165560516, -22.5656799370823","47.3591817787811, -22.5656799370823","47.3591817787811, -22.4938147143528","47.2873165560516, -22.4938147143528"
"47.2873165560516, -22.6375451598119","47.3591817787811, -22.6375451598119","47.3591817787811, -22.5656799370823","47.2873165560516, -22.5656799370823"
"47.2873165560516, -22.7094103825415","47.3591817787811, -22.7094103825415","47.3591817787811, -22.6375451598119","47.2873165560516, -22.6375451598119"
"47.2873165560516, -22.781275605271","47.3591817787811, -22.781275605271","47.3591817787811, -22.7094103825415","47.2873165560516, -22.7094103825415"
"47.2873165560516, -22.8531408280006","47.3591817787811, -22.8531408280006","47.3591817787811, -22.781275605271","47.2873165560516, -22.781275605271"
"47.2873165560516, -22.9250060507301","47.3591817787811, -22.9250060507301","47.3591817787811, -22.8531408280006","47.2873165560516, -22.8531408280006"
"47.2873165560516, -22.9968712734597","47.3591817787811, -22.9968712734597","47.3591817787811, -22.9250060507301","47.2873165560516, -22.9250060507301"
"47.2873165560516, -23.0687364961893","47.3591817787811, -23.0687364961893","47.3591817787811, -22.9968712734597","47.2873165560516, -22.9968712734597"
"47.2873165560516, -23.1406017189188","47.3591817787811, -23.1406017189188","47.3591817787811, -23.0687364961893","47.2873165560516, -23.0687364961893"
"47.2873165560516, -23.2124669416484","47.3591817787811, -23.2124669416484","47.3591817787811, -23.1406017189188","47.2873165560516, -23.1406017189188"
"47.2873165560516, -23.2843321643779","47.3591817787811, -23.2843321643779","47.3591817787811, -23.2124669416484","47.2873165560516, -23.2124669416484"
"47.2873165560516, -23.3561973871075","47.3591817787811, -23.3561973871075","47.3591817787811, -23.2843321643779","47.2873165560516, -23.2843321643779"
"47.2873165560516, -23.4280626098371","47.3591817787811, -23.4280626098371","47.3591817787811, -23.3561973871075","47.2873165560516, -23.3561973871075"
"47.2873165560516, -23.4999278325666","47.3591817787811, -23.4999278325666","47.3591817787811, -23.4280626098371","47.2873165560516, -23.4280626098371"
"47.2873165560516, -23.5717930552962","47.3591817787811, -23.5717930552962","47.3591817787811, -23.4999278325666","47.2873165560516, -23.4999278325666"
"47.2873165560516, -23.6436582780258","47.3591817787811, -23.6436582780258","47.3591817787811, -23.5717930552962","47.2873165560516, -23.5717930552962"
"47.2873165560516, -23.7155235007553","47.3591817787811, -23.7155235007553","47.3591817787811, -23.6436582780258","47.2873165560516, -23.6436582780258"
"47.2873165560516, -23.7873887234849","47.3591817787811, -23.7873887234849","47.3591817787811, -23.7155235007553","47.2873165560516, -23.7155235007553"
"47.2873165560516, -23.8592539462144","47.3591817787811, -23.8592539462144","47.3591817787811, -23.7873887234849","47.2873165560516, -23.7873887234849"
"47.2873165560516, -23.931119168944","47.3591817787811, -23.931119168944","47.3591817787811, -23.8592539462144","47.2873165560516, -23.8592539462144"
"47.2873165560516, -24.0029843916736","47.3591817787811, -24.0029843916736","47.3591817787811, -23.931119168944","47.2873165560516, -23.931119168944"
"47.2873165560516, -24.0748496144031","47.3591817787811, -24.0748496144031","47.3591817787811, -24.0029843916736","47.2873165560516, -24.0029843916736"
"47.2873165560516, -24.1467148371327","47.3591817787811, -24.1467148371327","47.3591817787811, -24.0748496144031","47.2873165560516, -24.0748496144031"
"47.2873165560516, -24.2185800598623","47.3591817787811, -24.2185800598623","47.3591817787811, -24.1467148371327","47.2873165560516, -24.1467148371327"
"47.2873165560516, -24.2904452825918","47.3591817787811, -24.2904452825918","47.3591817787811, -24.2185800598623","47.2873165560516, -24.2185800598623"
"47.2873165560516, -24.3623105053214","47.3591817787811, -24.3623105053214","47.3591817787811, -24.2904452825918","47.2873165560516, -24.2904452825918"
"47.3591817787811, -20.6971841461137","47.4310470015107, -20.6971841461137","47.4310470015107, -20.6253189233842","47.3591817787811, -20.6253189233842"
"47.3591817787811, -20.7690493688433","47.4310470015107, -20.7690493688433","47.4310470015107, -20.6971841461137","47.3591817787811, -20.6971841461137"
"47.3591817787811, -20.8409145915729","47.4310470015107, -20.8409145915729","47.4310470015107, -20.7690493688433","47.3591817787811, -20.7690493688433"
"47.3591817787811, -20.9127798143024","47.4310470015107, -20.9127798143024","47.4310470015107, -20.8409145915729","47.3591817787811, -20.8409145915729"
"47.3591817787811, -20.984645037032","47.4310470015107, -20.984645037032","47.4310470015107, -20.9127798143024","47.3591817787811, -20.9127798143024"
"47.3591817787811, -21.0565102597615","47.4310470015107, -21.0565102597615","47.4310470015107, -20.984645037032","47.3591817787811, -20.984645037032"
"47.3591817787811, -21.1283754824911","47.4310470015107, -21.1283754824911","47.4310470015107, -21.0565102597615","47.3591817787811, -21.0565102597615"
"47.3591817787811, -21.2002407052207","47.4310470015107, -21.2002407052207","47.4310470015107, -21.1283754824911","47.3591817787811, -21.1283754824911"
"47.3591817787811, -21.2721059279502","47.4310470015107, -21.2721059279502","47.4310470015107, -21.2002407052207","47.3591817787811, -21.2002407052207"
"47.3591817787811, -21.3439711506798","47.4310470015107, -21.3439711506798","47.4310470015107, -21.2721059279502","47.3591817787811, -21.2721059279502"
"47.3591817787811, -21.4158363734093","47.4310470015107, -21.4158363734093","47.4310470015107, -21.3439711506798","47.3591817787811, -21.3439711506798"
"47.3591817787811, -21.4877015961389","47.4310470015107, -21.4877015961389","47.4310470015107, -21.4158363734093","47.3591817787811, -21.4158363734093"
"47.3591817787811, -21.5595668188685","47.4310470015107, -21.5595668188685","47.4310470015107, -21.4877015961389","47.3591817787811, -21.4877015961389"
"47.3591817787811, -21.631432041598","47.4310470015107, -21.631432041598","47.4310470015107, -21.5595668188685","47.3591817787811, -21.5595668188685"
"47.3591817787811, -21.7032972643276","47.4310470015107, -21.7032972643276","47.4310470015107, -21.631432041598","47.3591817787811, -21.631432041598"
"47.3591817787811, -21.7751624870572","47.4310470015107, -21.7751624870572","47.4310470015107, -21.7032972643276","47.3591817787811, -21.7032972643276"
"47.3591817787811, -21.8470277097867","47.4310470015107, -21.8470277097867","47.4310470015107, -21.7751624870572","47.3591817787811, -21.7751624870572"
"47.3591817787811, -21.9188929325163","47.4310470015107, -21.9188929325163","47.4310470015107, -21.8470277097867","47.3591817787811, -21.8470277097867"
"47.3591817787811, -21.9907581552458","47.4310470015107, -21.9907581552458","47.4310470015107, -21.9188929325163","47.3591817787811, -21.9188929325163"
"47.3591817787811, -22.0626233779754","47.4310470015107, -22.0626233779754","47.4310470015107, -21.9907581552458","47.3591817787811, -21.9907581552458"
"47.3591817787811, -22.134488600705","47.4310470015107, -22.134488600705","47.4310470015107, -22.0626233779754","47.3591817787811, -22.0626233779754"
"47.3591817787811, -22.2063538234345","47.4310470015107, -22.2063538234345","47.4310470015107, -22.134488600705","47.3591817787811, -22.134488600705"
"47.3591817787811, -22.2782190461641","47.4310470015107, -22.2782190461641","47.4310470015107, -22.2063538234345","47.3591817787811, -22.2063538234345"
"47.3591817787811, -22.3500842688936","47.4310470015107, -22.3500842688936","47.4310470015107, -22.2782190461641","47.3591817787811, -22.2782190461641"
"47.3591817787811, -22.4219494916232","47.4310470015107, -22.4219494916232","47.4310470015107, -22.3500842688936","47.3591817787811, -22.3500842688936"
"47.3591817787811, -22.4938147143528","47.4310470015107, -22.4938147143528","47.4310470015107, -22.4219494916232","47.3591817787811, -22.4219494916232"
"47.3591817787811, -22.5656799370823","47.4310470015107, -22.5656799370823","47.4310470015107, -22.4938147143528","47.3591817787811, -22.4938147143528"
"47.3591817787811, -22.6375451598119","47.4310470015107, -22.6375451598119","47.4310470015107, -22.5656799370823","47.3591817787811, -22.5656799370823"
"47.3591817787811, -22.7094103825415","47.4310470015107, -22.7094103825415","47.4310470015107, -22.6375451598119","47.3591817787811, -22.6375451598119"
"47.3591817787811, -22.781275605271","47.4310470015107, -22.781275605271","47.4310470015107, -22.7094103825415","47.3591817787811, -22.7094103825415"
"47.3591817787811, -22.8531408280006","47.4310470015107, -22.8531408280006","47.4310470015107, -22.781275605271","47.3591817787811, -22.781275605271"
"47.3591817787811, -22.9250060507301","47.4310470015107, -22.9250060507301","47.4310470015107, -22.8531408280006","47.3591817787811, -22.8531408280006"
"47.3591817787811, -22.9968712734597","47.4310470015107, -22.9968712734597","47.4310470015107, -22.9250060507301","47.3591817787811, -22.9250060507301"
"47.3591817787811, -23.0687364961893","47.4310470015107, -23.0687364961893","47.4310470015107, -22.9968712734597","47.3591817787811, -22.9968712734597"
"47.3591817787811, -23.1406017189188","47.4310470015107, -23.1406017189188","47.4310470015107, -23.0687364961893","47.3591817787811, -23.0687364961893"
"47.3591817787811, -23.2124669416484","47.4310470015107, -23.2124669416484","47.4310470015107, -23.1406017189188","47.3591817787811, -23.1406017189188"
"47.3591817787811, -23.2843321643779","47.4310470015107, -23.2843321643779","47.4310470015107, -23.2124669416484","47.3591817787811, -23.2124669416484"
"47.3591817787811, -23.3561973871075","47.4310470015107, -23.3561973871075","47.4310470015107, -23.2843321643779","47.3591817787811, -23.2843321643779"
"47.3591817787811, -23.4280626098371","47.4310470015107, -23.4280626098371","47.4310470015107, -23.3561973871075","47.3591817787811, -23.3561973871075"
"47.3591817787811, -23.4999278325666","47.4310470015107, -23.4999278325666","47.4310470015107, -23.4280626098371","47.3591817787811, -23.4280626098371"
"47.3591817787811, -23.5717930552962","47.4310470015107, -23.5717930552962","47.4310470015107, -23.4999278325666","47.3591817787811, -23.4999278325666"
"47.3591817787811, -23.6436582780258","47.4310470015107, -23.6436582780258","47.4310470015107, -23.5717930552962","47.3591817787811, -23.5717930552962"
"47.3591817787811, -23.7155235007553","47.4310470015107, -23.7155235007553","47.4310470015107, -23.6436582780258","47.3591817787811, -23.6436582780258"
"47.3591817787811, -23.7873887234849","47.4310470015107, -23.7873887234849","47.4310470015107, -23.7155235007553","47.3591817787811, -23.7155235007553"
"47.3591817787811, -23.8592539462144","47.4310470015107, -23.8592539462144","47.4310470015107, -23.7873887234849","47.3591817787811, -23.7873887234849"
"47.3591817787811, -23.931119168944","47.4310470015107, -23.931119168944","47.4310470015107, -23.8592539462144","47.3591817787811, -23.8592539462144"
"47.3591817787811, -24.0029843916736","47.4310470015107, -24.0029843916736","47.4310470015107, -23.931119168944","47.3591817787811, -23.931119168944"
"47.3591817787811, -24.0748496144031","47.4310470015107, -24.0748496144031","47.4310470015107, -24.0029843916736","47.3591817787811, -24.0029843916736"
"47.3591817787811, -24.1467148371327","47.4310470015107, -24.1467148371327","47.4310470015107, -24.0748496144031","47.3591817787811, -24.0748496144031"
"47.3591817787811, -24.2185800598623","47.4310470015107, -24.2185800598623","47.4310470015107, -24.1467148371327","47.3591817787811, -24.1467148371327"
"47.4310470015107, -20.6253189233842","47.5029122242403, -20.6253189233842","47.5029122242403, -20.5534537006546","47.4310470015107, -20.5534537006546"
"47.4310470015107, -20.6971841461137","47.5029122242403, -20.6971841461137","47.5029122242403, -20.6253189233842","47.4310470015107, -20.6253189233842"
"47.4310470015107, -20.7690493688433","47.5029122242403, -20.7690493688433","47.5029122242403, -20.6971841461137","47.4310470015107, -20.6971841461137"
"47.4310470015107, -20.8409145915729","47.5029122242403, -20.8409145915729","47.5029122242403, -20.7690493688433","47.4310470015107, -20.7690493688433"
"47.4310470015107, -20.9127798143024","47.5029122242403, -20.9127798143024","47.5029122242403, -20.8409145915729","47.4310470015107, -20.8409145915729"
"47.4310470015107, -20.984645037032","47.5029122242403, -20.984645037032","47.5029122242403, -20.9127798143024","47.4310470015107, -20.9127798143024"
"47.4310470015107, -21.0565102597615","47.5029122242403, -21.0565102597615","47.5029122242403, -20.984645037032","47.4310470015107, -20.984645037032"
"47.4310470015107, -21.1283754824911","47.5029122242403, -21.1283754824911","47.5029122242403, -21.0565102597615","47.4310470015107, -21.0565102597615"
"47.4310470015107, -21.2002407052207","47.5029122242403, -21.2002407052207","47.5029122242403, -21.1283754824911","47.4310470015107, -21.1283754824911"
"47.4310470015107, -21.2721059279502","47.5029122242403, -21.2721059279502","47.5029122242403, -21.2002407052207","47.4310470015107, -21.2002407052207"
"47.4310470015107, -21.3439711506798","47.5029122242403, -21.3439711506798","47.5029122242403, -21.2721059279502","47.4310470015107, -21.2721059279502"
"47.4310470015107, -21.4158363734093","47.5029122242403, -21.4158363734093","47.5029122242403, -21.3439711506798","47.4310470015107, -21.3439711506798"
"47.4310470015107, -21.4877015961389","47.5029122242403, -21.4877015961389","47.5029122242403, -21.4158363734093","47.4310470015107, -21.4158363734093"
"47.4310470015107, -21.5595668188685","47.5029122242403, -21.5595668188685","47.5029122242403, -21.4877015961389","47.4310470015107, -21.4877015961389"
"47.4310470015107, -21.631432041598","47.5029122242403, -21.631432041598","47.5029122242403, -21.5595668188685","47.4310470015107, -21.5595668188685"
"47.4310470015107, -21.7032972643276","47.5029122242403, -21.7032972643276","47.5029122242403, -21.631432041598","47.4310470015107, -21.631432041598"
"47.4310470015107, -21.7751624870572","47.5029122242403, -21.7751624870572","47.5029122242403, -21.7032972643276","47.4310470015107, -21.7032972643276"
"47.4310470015107, -21.8470277097867","47.5029122242403, -21.8470277097867","47.5029122242403, -21.7751624870572","47.4310470015107, -21.7751624870572"
"47.4310470015107, -21.9188929325163","47.5029122242403, -21.9188929325163","47.5029122242403, -21.8470277097867","47.4310470015107, -21.8470277097867"
"47.4310470015107, -21.9907581552458","47.5029122242403, -21.9907581552458","47.5029122242403, -21.9188929325163","47.4310470015107, -21.9188929325163"
"47.4310470015107, -22.0626233779754","47.5029122242403, -22.0626233779754","47.5029122242403, -21.9907581552458","47.4310470015107, -21.9907581552458"
"47.4310470015107, -22.134488600705","47.5029122242403, -22.134488600705","47.5029122242403, -22.0626233779754","47.4310470015107, -22.0626233779754"
"47.4310470015107, -22.2063538234345","47.5029122242403, -22.2063538234345","47.5029122242403, -22.134488600705","47.4310470015107, -22.134488600705"
"47.4310470015107, -22.2782190461641","47.5029122242403, -22.2782190461641","47.5029122242403, -22.2063538234345","47.4310470015107, -22.2063538234345"
"47.4310470015107, -22.3500842688936","47.5029122242403, -22.3500842688936","47.5029122242403, -22.2782190461641","47.4310470015107, -22.2782190461641"
"47.4310470015107, -22.4219494916232","47.5029122242403, -22.4219494916232","47.5029122242403, -22.3500842688936","47.4310470015107, -22.3500842688936"
"47.4310470015107, -22.4938147143528","47.5029122242403, -22.4938147143528","47.5029122242403, -22.4219494916232","47.4310470015107, -22.4219494916232"
"47.4310470015107, -22.5656799370823","47.5029122242403, -22.5656799370823","47.5029122242403, -22.4938147143528","47.4310470015107, -22.4938147143528"
"47.4310470015107, -22.6375451598119","47.5029122242403, -22.6375451598119","47.5029122242403, -22.5656799370823","47.4310470015107, -22.5656799370823"
"47.4310470015107, -22.7094103825415","47.5029122242403, -22.7094103825415","47.5029122242403, -22.6375451598119","47.4310470015107, -22.6375451598119"
"47.4310470015107, -22.781275605271","47.5029122242403, -22.781275605271","47.5029122242403, -22.7094103825415","47.4310470015107, -22.7094103825415"
"47.4310470015107, -22.8531408280006","47.5029122242403, -22.8531408280006","47.5029122242403, -22.781275605271","47.4310470015107, -22.781275605271"
"47.4310470015107, -22.9250060507301","47.5029122242403, -22.9250060507301","47.5029122242403, -22.8531408280006","47.4310470015107, -22.8531408280006"
"47.4310470015107, -22.9968712734597","47.5029122242403, -22.9968712734597","47.5029122242403, -22.9250060507301","47.4310470015107, -22.9250060507301"
"47.4310470015107, -23.0687364961893","47.5029122242403, -23.0687364961893","47.5029122242403, -22.9968712734597","47.4310470015107, -22.9968712734597"
"47.4310470015107, -23.1406017189188","47.5029122242403, -23.1406017189188","47.5029122242403, -23.0687364961893","47.4310470015107, -23.0687364961893"
"47.4310470015107, -23.2124669416484","47.5029122242403, -23.2124669416484","47.5029122242403, -23.1406017189188","47.4310470015107, -23.1406017189188"
"47.4310470015107, -23.2843321643779","47.5029122242403, -23.2843321643779","47.5029122242403, -23.2124669416484","47.4310470015107, -23.2124669416484"
"47.4310470015107, -23.3561973871075","47.5029122242403, -23.3561973871075","47.5029122242403, -23.2843321643779","47.4310470015107, -23.2843321643779"
"47.4310470015107, -23.4280626098371","47.5029122242403, -23.4280626098371","47.5029122242403, -23.3561973871075","47.4310470015107, -23.3561973871075"
"47.4310470015107, -23.4999278325666","47.5029122242403, -23.4999278325666","47.5029122242403, -23.4280626098371","47.4310470015107, -23.4280626098371"
"47.4310470015107, -23.5717930552962","47.5029122242403, -23.5717930552962","47.5029122242403, -23.4999278325666","47.4310470015107, -23.4999278325666"
"47.4310470015107, -23.6436582780258","47.5029122242403, -23.6436582780258","47.5029122242403, -23.5717930552962","47.4310470015107, -23.5717930552962"
"47.4310470015107, -23.7155235007553","47.5029122242403, -23.7155235007553","47.5029122242403, -23.6436582780258","47.4310470015107, -23.6436582780258"
"47.4310470015107, -23.7873887234849","47.5029122242403, -23.7873887234849","47.5029122242403, -23.7155235007553","47.4310470015107, -23.7155235007553"
"47.4310470015107, -23.8592539462144","47.5029122242403, -23.8592539462144","47.5029122242403, -23.7873887234849","47.4310470015107, -23.7873887234849"
"47.4310470015107, -23.931119168944","47.5029122242403, -23.931119168944","47.5029122242403, -23.8592539462144","47.4310470015107, -23.8592539462144"
"47.4310470015107, -24.0029843916736","47.5029122242403, -24.0029843916736","47.5029122242403, -23.931119168944","47.4310470015107, -23.931119168944"
"47.4310470015107, -24.0748496144031","47.5029122242403, -24.0748496144031","47.5029122242403, -24.0029843916736","47.4310470015107, -24.0029843916736"
"47.5029122242403, -20.481588477925","47.5747774469698, -20.481588477925","47.5747774469698, -20.4097232551955","47.5029122242403, -20.4097232551955"
"47.5029122242403, -20.5534537006546","47.5747774469698, -20.5534537006546","47.5747774469698, -20.481588477925","47.5029122242403, -20.481588477925"
"47.5029122242403, -20.6253189233842","47.5747774469698, -20.6253189233842","47.5747774469698, -20.5534537006546","47.5029122242403, -20.5534537006546"
"47.5029122242403, -20.6971841461137","47.5747774469698, -20.6971841461137","47.5747774469698, -20.6253189233842","47.5029122242403, -20.6253189233842"
"47.5029122242403, -20.7690493688433","47.5747774469698, -20.7690493688433","47.5747774469698, -20.6971841461137","47.5029122242403, -20.6971841461137"
"47.5029122242403, -20.8409145915729","47.5747774469698, -20.8409145915729","47.5747774469698, -20.7690493688433","47.5029122242403, -20.7690493688433"
"47.5029122242403, -20.9127798143024","47.5747774469698, -20.9127798143024","47.5747774469698, -20.8409145915729","47.5029122242403, -20.8409145915729"
"47.5029122242403, -20.984645037032","47.5747774469698, -20.984645037032","47.5747774469698, -20.9127798143024","47.5029122242403, -20.9127798143024"
"47.5029122242403, -21.0565102597615","47.5747774469698, -21.0565102597615","47.5747774469698, -20.984645037032","47.5029122242403, -20.984645037032"
"47.5029122242403, -21.1283754824911","47.5747774469698, -21.1283754824911","47.5747774469698, -21.0565102597615","47.5029122242403, -21.0565102597615"
"47.5029122242403, -21.2002407052207","47.5747774469698, -21.2002407052207","47.5747774469698, -21.1283754824911","47.5029122242403, -21.1283754824911"
"47.5029122242403, -21.2721059279502","47.5747774469698, -21.2721059279502","47.5747774469698, -21.2002407052207","47.5029122242403, -21.2002407052207"
"47.5029122242403, -21.3439711506798","47.5747774469698, -21.3439711506798","47.5747774469698, -21.2721059279502","47.5029122242403, -21.2721059279502"
"47.5029122242403, -21.4158363734093","47.5747774469698, -21.4158363734093","47.5747774469698, -21.3439711506798","47.5029122242403, -21.3439711506798"
"47.5029122242403, -21.4877015961389","47.5747774469698, -21.4877015961389","47.5747774469698, -21.4158363734093","47.5029122242403, -21.4158363734093"
"47.5029122242403, -21.5595668188685","47.5747774469698, -21.5595668188685","47.5747774469698, -21.4877015961389","47.5029122242403, -21.4877015961389"
"47.5029122242403, -21.631432041598","47.5747774469698, -21.631432041598","47.5747774469698, -21.5595668188685","47.5029122242403, -21.5595668188685"
"47.5029122242403, -21.7032972643276","47.5747774469698, -21.7032972643276","47.5747774469698, -21.631432041598","47.5029122242403, -21.631432041598"
"47.5029122242403, -21.7751624870572","47.5747774469698, -21.7751624870572","47.5747774469698, -21.7032972643276","47.5029122242403, -21.7032972643276"
"47.5029122242403, -21.8470277097867","47.5747774469698, -21.8470277097867","47.5747774469698, -21.7751624870572","47.5029122242403, -21.7751624870572"
"47.5029122242403, -21.9188929325163","47.5747774469698, -21.9188929325163","47.5747774469698, -21.8470277097867","47.5029122242403, -21.8470277097867"
"47.5029122242403, -21.9907581552458","47.5747774469698, -21.9907581552458","47.5747774469698, -21.9188929325163","47.5029122242403, -21.9188929325163"
"47.5029122242403, -22.0626233779754","47.5747774469698, -22.0626233779754","47.5747774469698, -21.9907581552458","47.5029122242403, -21.9907581552458"
"47.5029122242403, -22.134488600705","47.5747774469698, -22.134488600705","47.5747774469698, -22.0626233779754","47.5029122242403, -22.0626233779754"
"47.5029122242403, -22.2063538234345","47.5747774469698, -22.2063538234345","47.5747774469698, -22.134488600705","47.5029122242403, -22.134488600705"
"47.5029122242403, -22.2782190461641","47.5747774469698, -22.2782190461641","47.5747774469698, -22.2063538234345","47.5029122242403, -22.2063538234345"
"47.5029122242403, -22.3500842688936","47.5747774469698, -22.3500842688936","47.5747774469698, -22.2782190461641","47.5029122242403, -22.2782190461641"
"47.5029122242403, -22.4219494916232","47.5747774469698, -22.4219494916232","47.5747774469698, -22.3500842688936","47.5029122242403, -22.3500842688936"
"47.5029122242403, -22.4938147143528","47.5747774469698, -22.4938147143528","47.5747774469698, -22.4219494916232","47.5029122242403, -22.4219494916232"
"47.5029122242403, -22.5656799370823","47.5747774469698, -22.5656799370823","47.5747774469698, -22.4938147143528","47.5029122242403, -22.4938147143528"
"47.5029122242403, -22.6375451598119","47.5747774469698, -22.6375451598119","47.5747774469698, -22.5656799370823","47.5029122242403, -22.5656799370823"
"47.5029122242403, -22.7094103825415","47.5747774469698, -22.7094103825415","47.5747774469698, -22.6375451598119","47.5029122242403, -22.6375451598119"
"47.5029122242403, -22.781275605271","47.5747774469698, -22.781275605271","47.5747774469698, -22.7094103825415","47.5029122242403, -22.7094103825415"
"47.5029122242403, -22.8531408280006","47.5747774469698, -22.8531408280006","47.5747774469698, -22.781275605271","47.5029122242403, -22.781275605271"
"47.5029122242403, -22.9250060507301","47.5747774469698, -22.9250060507301","47.5747774469698, -22.8531408280006","47.5029122242403, -22.8531408280006"
"47.5029122242403, -22.9968712734597","47.5747774469698, -22.9968712734597","47.5747774469698, -22.9250060507301","47.5029122242403, -22.9250060507301"
"47.5029122242403, -23.0687364961893","47.5747774469698, -23.0687364961893","47.5747774469698, -22.9968712734597","47.5029122242403, -22.9968712734597"
"47.5029122242403, -23.1406017189188","47.5747774469698, -23.1406017189188","47.5747774469698, -23.0687364961893","47.5029122242403, -23.0687364961893"
"47.5029122242403, -23.2124669416484","47.5747774469698, -23.2124669416484","47.5747774469698, -23.1406017189188","47.5029122242403, -23.1406017189188"
"47.5029122242403, -23.2843321643779","47.5747774469698, -23.2843321643779","47.5747774469698, -23.2124669416484","47.5029122242403, -23.2124669416484"
"47.5029122242403, -23.3561973871075","47.5747774469698, -23.3561973871075","47.5747774469698, -23.2843321643779","47.5029122242403, -23.2843321643779"
"47.5029122242403, -23.4280626098371","47.5747774469698, -23.4280626098371","47.5747774469698, -23.3561973871075","47.5029122242403, -23.3561973871075"
"47.5029122242403, -23.4999278325666","47.5747774469698, -23.4999278325666","47.5747774469698, -23.4280626098371","47.5029122242403, -23.4280626098371"
"47.5029122242403, -23.5717930552962","47.5747774469698, -23.5717930552962","47.5747774469698, -23.4999278325666","47.5029122242403, -23.4999278325666"
"47.5029122242403, -23.6436582780258","47.5747774469698, -23.6436582780258","47.5747774469698, -23.5717930552962","47.5029122242403, -23.5717930552962"
"47.5029122242403, -23.7155235007553","47.5747774469698, -23.7155235007553","47.5747774469698, -23.6436582780258","47.5029122242403, -23.6436582780258"
"47.5029122242403, -23.7873887234849","47.5747774469698, -23.7873887234849","47.5747774469698, -23.7155235007553","47.5029122242403, -23.7155235007553"
"47.5029122242403, -23.8592539462144","47.5747774469698, -23.8592539462144","47.5747774469698, -23.7873887234849","47.5029122242403, -23.7873887234849"
"47.5747774469698, -20.3378580324659","47.6466426696994, -20.3378580324659","47.6466426696994, -20.2659928097364","47.5747774469698, -20.2659928097364"
"47.5747774469698, -20.4097232551955","47.6466426696994, -20.4097232551955","47.6466426696994, -20.3378580324659","47.5747774469698, -20.3378580324659"
"47.5747774469698, -20.481588477925","47.6466426696994, -20.481588477925","47.6466426696994, -20.4097232551955","47.5747774469698, -20.4097232551955"
"47.5747774469698, -20.5534537006546","47.6466426696994, -20.5534537006546","47.6466426696994, -20.481588477925","47.5747774469698, -20.481588477925"
"47.5747774469698, -20.6253189233842","47.6466426696994, -20.6253189233842","47.6466426696994, -20.5534537006546","47.5747774469698, -20.5534537006546"
"47.5747774469698, -20.6971841461137","47.6466426696994, -20.6971841461137","47.6466426696994, -20.6253189233842","47.5747774469698, -20.6253189233842"
"47.5747774469698, -20.7690493688433","47.6466426696994, -20.7690493688433","47.6466426696994, -20.6971841461137","47.5747774469698, -20.6971841461137"
"47.5747774469698, -20.8409145915729","47.6466426696994, -20.8409145915729","47.6466426696994, -20.7690493688433","47.5747774469698, -20.7690493688433"
